#tax_id,GeneID,Symbol_from_nomenclature_authority
9606,7824,-
9606,7830,-
9606,7834,-
9606,7839,-
9606,7842,-
9606,7864,-
9606,7880,-
9606,7885,-
9606,7889,-
9606,7892,-
9606,7895,-
9606,7896,-
9606,7908,-
9606,7910,-
9606,7911,-
9606,7921,-
9606,7925,-
9606,7926,-
9606,7927,-
9606,7928,-
9606,7933,-
9606,7937,-
9606,7938,-
9606,7939,-
9606,7952,-
9606,7954,-
9606,7956,-
9606,7959,-
9606,7960,-
9606,7962,-
9606,7963,-
9606,7971,-
9606,7974,-
9606,7977,-
9606,7986,-
9606,8009,-
9606,8011,-
9606,8023,-
9606,8026,-
9606,8039,-
9606,8066,-
9606,8081,-
9606,8101,-
9606,8102,-
9606,8103,-
9606,8104,-
9606,8105,-
9606,8113,-
9606,8126,-
9606,8129,-
9606,8130,-
9606,8132,-
9606,8136,-
9606,8137,-
9606,8151,-
9606,8163,-
9606,8168,-
9606,8173,-
9606,8177,-
9606,8181,-
9606,8201,-
9606,8205,-
9606,8212,-
9606,8213,-
9606,8217,-
9606,8231,-
9606,8245,-
9606,8246,-
9606,8249,-
9606,8255,-
9606,8259,-
9606,8400,-
9606,8401,-
9606,8466,-
9606,8691,-
9606,8782,-
9606,8806,-
9606,8830,-
9606,9566,-
9606,10108,-
9606,10118,-
9606,10167,-
9606,10305,-
9606,10386,-
9606,10547,-
9606,10639,-
9606,10674,-
9606,10986,-
9606,11192,-
9606,22811,-
9606,23459,-
9606,23574,-
9606,23694,-
9606,23713,-
9606,23719,-
9606,23723,-
9606,26102,-
9606,27038,-
9606,27259,-
9606,28515,-
9606,29779,-
9606,30829,-
9606,50608,-
9606,50715,-
9606,50829,-
9606,50830,-
9606,50941,-
9606,50942,-
9606,50948,-
9606,50951,-
9606,50960,-
9606,50966,-
9606,50970,-
9606,50971,-
9606,50975,-
9606,50976,-
9606,50979,-
9606,50982,-
9606,50986,-
9606,53366,-
9606,53368,-
9606,53369,-
9606,54109,-
9606,54110,-
9606,54113,-
9606,54115,-
9606,54501,-
9606,55025,-
9606,55390,-
9606,56694,-
9606,56801,-
9606,57009,-
9606,57042,-
9606,57044,-
9606,57046,-
9606,57306,-
9606,57309,-
9606,57324,-
9606,57760,-
9606,57789,-
9606,57792,-
9606,58156,-
9606,59081,-
9606,59330,-
9606,59331,-
9606,59332,-
9606,60498,-
9606,60502,-
9606,63869,-
9606,63870,-
9606,63944,-
9606,64069,-
9606,64239,-
9606,64585,-
9606,64644,-
9606,64695,-
9606,64851,-
9606,64939,-
9606,65014,-
9606,65076,-
9606,65077,-
9606,65978,-
9606,66001,-
9606,79051,-
9606,79052,-
9606,79150,-
9606,79424,-
9606,79857,-
9606,80770,-
9606,80771,-
9606,80870,-
9606,80871,-
9606,81861,-
9606,81863,-
9606,81864,-
9606,81866,-
9606,84565,-
9606,84789,-
9606,84815,-
9606,85001,-
9606,85371,-
9606,85502,-
9606,85503,-
9606,85504,-
9606,85505,-
9606,85507,-
9606,89844,-
9606,90246,-
9606,91450,-
9606,93429,-
9606,93463,-
9606,93956,-
9606,93983,-
9606,93985,-
9606,93991,-
9606,93999,-
9606,94003,-
9606,94008,-
9606,94014,-
9606,94337,-
9606,100917,-
9606,100918,-
9606,114086,-
9606,114224,-
9606,114293,-
9606,114475,-
9606,114477,-
9606,114568,-
9606,116629,-
9606,116833,-
9606,117084,-
9606,117187,-
9606,117188,-
9606,117189,-
9606,117190,-
9606,117191,-
9606,117192,-
9606,117193,-
9606,117237,-
9606,121296,-
9606,121775,-
9606,123862,-
9606,124865,-
9606,124871,-
9606,125168,-
9606,126860,-
9606,126987,-
9606,127011,-
9606,128136,-
9606,129026,-
9606,132386,-
9606,133332,-
9606,139041,-
9606,139629,-
9606,140451,-
9606,140454,-
9606,140772,-
9606,140802,-
9606,140805,-
9606,140892,-
9606,140907,-
9606,143666,-
9606,144203,-
9606,145474,-
9606,145845,-
9606,146253,-
9606,146512,-
9606,147004,-
9606,148430,-
9606,148696,-
9606,149047,-
9606,149684,-
9606,150935,-
9606,151760,-
9606,152594,-
9606,152845,-
9606,153163,-
9606,153893,-
9606,153910,-
9606,154449,-
9606,154761,-
9606,154937,-
9606,155060,-
9606,157273,-
9606,158434,-
9606,158435,-
9606,162137,-
9606,170508,-
9606,170532,-
9606,170534,-
9606,170594,-
9606,170595,-
9606,170682,-
9606,170815,-
9606,171013,-
9606,171014,-
9606,171089,-
9606,171157,-
9606,171417,-
9606,171511,-
9606,171512,-
9606,171513,-
9606,171514,-
9606,171515,-
9606,192115,-
9606,192142,-
9606,192143,-
9606,192144,-
9606,192149,-
9606,192343,-
9606,192676,-
9606,192677,-
9606,192679,-
9606,196469,-
9606,197003,-
9606,202319,-
9606,203930,-
9606,207115,-
9606,220077,-
9606,221946,-
9606,222029,-
9606,222161,-
9606,246259,-
9606,246260,-
9606,246289,-
9606,246319,-
9606,246321,-
9606,246322,-
9606,246750,-
9606,246751,-
9606,246754,-
9606,252842,-
9606,252843,-
9606,254896,-
9606,257641,-
9606,259265,-
9606,260331,-
9606,260339,-
9606,260402,-
9606,260431,-
9606,260432,-
9606,261727,-
9606,266678,-
9606,266691,-
9606,266710,-
9606,266719,-
9606,266789,-
9606,266790,-
9606,266811,-
9606,266917,-
9606,266979,-
9606,268276,-
9606,282549,-
9606,282550,-
9606,282551,-
9606,282552,-
9606,282553,-
9606,282849,-
9606,283011,-
9606,283028,-
9606,283038,-
9606,283045,-
9606,283172,-
9606,283299,-
9606,283387,-
9606,283683,-
9606,283731,-
9606,283788,-
9606,283804,-
9606,284009,-
9606,284124,-
9606,284191,-
9606,284240,-
9606,284269,-
9606,284344,-
9606,284379,-
9606,284412,-
9606,284600,-
9606,284620,-
9606,284685,-
9606,284788,-
9606,284798,-
9606,284898,-
9606,284912,-
9606,284933,-
9606,284950,-
9606,285097,-
9606,285150,-
9606,285191,-
9606,285232,-
9606,285422,-
9606,285442,-
9606,285453,-
9606,285591,-
9606,285638,-
9606,285762,-
9606,285804,-
9606,285819,-
9606,285847,-
9606,285889,-
9606,286023,-
9606,286083,-
9606,286177,-
9606,286297,-
9606,286359,-
9606,286437,-
9606,286751,-
9606,317664,-
9606,317668,-
9606,317669,-
9606,317682,-
9606,317714,-
9606,317727,-
9606,317773,-
9606,317782,-
9606,326585,-
9606,337892,-
9606,337893,-
9606,337895,-
9606,337991,-
9606,338027,-
9606,338030,-
9606,338090,-
9606,338332,-
9606,338333,-
9606,338334,-
9606,338342,-
9606,338386,-
9606,338411,-
9606,338434,-
9606,338694,-
9606,338963,-
9606,339166,-
9606,339260,-
9606,339298,-
9606,339352,-
9606,339539,-
9606,339593,-
9606,339666,-
9606,339685,-
9606,339902,-
9606,339966,-
9606,339975,-
9606,340089,-
9606,340090,-
9606,340184,-
9606,340512,-
9606,341378,-
9606,342443,-
9606,342784,-
9606,343052,-
9606,343165,-
9606,344382,-
9606,344967,-
9606,345471,-
9606,345571,-
9606,345576,-
9606,346296,-
9606,346329,-
9606,347097,-
9606,347381,-
9606,347674,-
9606,347713,-
9606,347737,-
9606,347747,-
9606,348210,-
9606,348958,-
9606,349160,-
9606,353000,-
9606,353007,-
9606,353008,-
9606,353009,-
9606,353010,-
9606,353124,-
9606,353125,-
9606,353127,-
9606,353128,-
9606,353147,-
9606,353347,-
9606,359819,-
9606,359825,-
9606,360219,-
9606,374443,-
9606,375196,-
9606,378426,-
9606,378427,-
9606,378484,-
9606,378882,-
9606,378888,-
9606,379003,-
9606,386616,-
9606,387569,-
9606,387572,-
9606,387573,-
9606,387575,-
9606,387576,-
9606,387577,-
9606,387578,-
9606,387579,-
9606,387581,-
9606,387582,-
9606,387583,-
9606,387584,-
9606,387585,-
9606,387770,-
9606,387869,-
9606,388242,-
9606,388248,-
9606,388282,-
9606,388436,-
9606,388996,-
9606,389199,-
9606,389249,-
9606,389473,-
9606,389538,-
9606,389602,-
9606,389705,-
9606,389765,-
9606,389768,-
9606,389831,-
9606,389834,-
9606,389906,-
9606,390029,-
9606,390250,-
9606,390251,-
9606,390255,-
9606,390282,-
9606,390308,-
9606,390314,-
9606,390332,-
9606,390358,-
9606,390560,-
9606,390586,-
9606,390600,-
9606,390614,-
9606,390638,-
9606,390705,-
9606,390739,-
9606,390846,-
9606,390877,-
9606,390933,-
9606,391092,-
9606,391136,-
9606,391247,-
9606,391322,-
9606,391674,-
9606,391707,-
9606,391710,-
9606,391711,-
9606,391713,-
9606,391741,-
9606,391768,-
9606,391798,-
9606,391813,-
9606,392145,-
9606,392180,-
9606,392187,-
9606,392196,-
9606,392226,-
9606,392264,-
9606,392266,-
9606,392268,-
9606,392334,-
9606,392435,-
9606,392436,-
9606,392440,-
9606,392555,-
9606,392787,-
9606,393093,-
9606,399516,-
9606,399565,-
9606,399783,-
9606,399900,-
9606,399975,-
9606,400026,-
9606,400036,-
9606,400212,-
9606,400347,-
9606,400464,-
9606,400499,-
9606,400541,-
9606,400553,-
9606,400622,-
9606,400627,-
9606,400682,-
9606,400696,-
9606,400748,-
9606,400812,-
9606,400940,-
9606,400949,-
9606,401021,-
9606,401105,-
9606,401131,-
9606,401191,-
9606,401218,-
9606,401261,-
9606,401282,-
9606,401312,-
9606,401324,-
9606,401357,-
9606,401442,-
9606,401471,-
9606,401478,-
9606,401557,-
9606,401589,-
9606,401703,-
9606,401767,-
9606,401770,-
9606,401777,-
9606,401805,-
9606,401864,-
9606,401875,-
9606,401913,-
9606,401957,-
9606,402192,-
9606,402221,-
9606,402229,-
9606,402230,-
9606,402279,-
9606,402329,-
9606,402641,-
9606,402715,-
9606,403312,-
9606,403340,-
9606,404677,-
9606,404682,-
9606,404683,-
9606,404684,-
9606,404685,-
9606,404686,-
9606,404713,-
9606,404714,-
9606,404715,-
9606,404716,-
9606,404719,-
9606,404720,-
9606,406214,-
9606,406215,-
9606,406216,-
9606,406237,-
9606,406238,-
9606,406874,-
9606,407835,-
9606,407973,-
9606,408186,-
9606,408257,-
9606,408259,-
9606,408260,-
9606,414058,-
9606,414300,-
9606,414886,-
9606,414927,-
9606,431708,-
9606,431709,-
9606,431710,-
9606,431711,-
9606,432400,-
9606,439933,-
9606,440059,-
9606,440084,-
9606,440101,-
9606,440180,-
9606,440181,-
9606,440293,-
9606,440300,-
9606,440311,-
9606,440313,-
9606,440489,-
9606,440570,-
9606,440700,-
9606,440742,-
9606,440786,-
9606,440895,-
9606,440910,-
9606,440918,-
9606,440982,-
9606,441052,-
9606,441081,-
9606,441087,-
9606,441089,-
9606,441179,-
9606,441228,-
9606,441239,-
9606,441241,-
9606,441369,-
9606,441426,-
9606,441644,-
9606,441666,-
9606,441711,-
9606,441722,-
9606,441768,-
9606,441784,-
9606,441806,-
9606,441862,-
9606,441887,-
9606,441914,-
9606,442028,-
9606,442041,-
9606,442064,-
9606,442132,-
9606,442225,-
9606,442244,-
9606,442272,-
9606,442292,-
9606,442293,-
9606,442382,-
9606,442427,-
9606,442443,-
9606,442497,-
9606,442517,-
9606,442603,-
9606,444980,-
9606,445347,-
9606,448962,-
9606,448963,-
9606,449013,-
9606,449015,-
9606,449016,-
9606,449017,-
9606,449018,-
9606,449483,-
9606,449488,-
9606,449489,-
9606,450087,-
9606,450088,-
9606,450089,-
9606,450090,-
9606,450092,-
9606,450093,-
9606,450095,-
9606,450096,-
9606,450097,-
9606,474159,-
9606,474168,-
9606,474333,-
9606,474334,-
9606,474387,-
9606,474388,-
9606,493818,-
9606,493862,-
9606,494028,-
9606,494029,-
9606,494148,-
9606,494446,-
9606,497048,-
9606,497188,-
9606,497231,-
9606,497256,-
9606,497259,-
9606,497657,-
9606,497662,-
9606,503540,-
9606,503613,-
9606,550113,-
9606,550624,-
9606,550625,-
9606,550641,-
9606,552853,-
9606,553139,-
9606,553190,-
9606,553192,-
9606,553194,-
9606,553195,-
9606,553992,-
9606,554314,-
9606,554315,-
9606,554316,-
9606,574045,-
9606,574047,-
9606,574048,-
9606,574049,-
9606,574077,-
9606,574078,-
9606,574080,-
9606,574538,-
9606,594832,-
9606,606724,-
9606,613038,-
9606,613206,-
9606,613266,-
9606,619379,-
9606,619397,-
9606,619398,-
9606,619399,-
9606,619402,-
9606,619404,-
9606,619405,-
9606,619406,-
9606,619408,-
9606,619410,-
9606,619411,-
9606,619468,-
9606,619469,-
9606,619471,-
9606,619475,-
9606,619477,-
9606,619478,-
9606,619479,-
9606,619488,-
9606,619493,-
9606,619496,-
9606,619503,-
9606,619510,-
9606,619536,-
9606,619537,-
9606,619539,-
9606,641381,-
9606,641516,-
9606,641695,-
9606,641708,-
9606,641746,-
9606,642131,-
9606,642204,-
9606,642249,-
9606,642355,-
9606,642361,-
9606,642414,-
9606,642474,-
9606,642490,-
9606,642496,-
9606,642550,-
9606,642554,-
9606,642579,-
9606,642590,-
9606,642677,-
9606,642696,-
9606,642846,-
9606,642897,-
9606,642929,-
9606,642969,-
9606,643014,-
9606,643015,-
9606,643036,-
9606,643067,-
9606,643168,-
9606,643307,-
9606,643327,-
9606,643339,-
9606,643342,-
9606,643348,-
9606,643367,-
9606,643381,-
9606,643406,-
9606,643432,-
9606,643438,-
9606,643441,-
9606,643454,-
9606,643494,-
9606,643554,-
9606,643562,-
9606,643576,-
9606,643709,-
9606,643855,-
9606,643977,-
9606,644006,-
9606,644060,-
9606,644110,-
9606,644169,-
9606,644189,-
9606,644203,-
9606,644215,-
9606,644269,-
9606,644277,-
9606,644285,-
9606,644303,-
9606,644316,-
9606,644335,-
9606,644383,-
9606,644387,-
9606,644456,-
9606,644462,-
9606,644525,-
9606,644554,-
9606,644584,-
9606,644634,-
9606,644661,-
9606,644667,-
9606,644669,-
9606,644746,-
9606,644893,-
9606,644909,-
9606,644936,-
9606,645086,-
9606,645135,-
9606,645163,-
9606,645181,-
9606,645188,-
9606,645261,-
9606,645266,-
9606,645272,-
9606,645324,-
9606,645397,-
9606,645405,-
9606,645433,-
9606,645468,-
9606,645481,-
9606,645482,-
9606,645485,-
9606,645544,-
9606,645587,-
9606,645644,-
9606,645749,-
9606,645763,-
9606,645853,-
9606,645877,-
9606,645937,-
9606,645965,-
9606,645967,-
9606,646012,-
9606,646030,-
9606,646044,-
9606,646058,-
9606,646071,-
9606,646112,-
9606,646197,-
9606,646203,-
9606,646214,-
9606,646274,-
9606,646347,-
9606,646358,-
9606,646388,-
9606,646430,-
9606,646471,-
9606,646506,-
9606,646548,-
9606,646629,-
9606,646652,-
9606,646665,-
9606,646666,-
9606,646700,-
9606,646708,-
9606,646709,-
9606,646736,-
9606,646797,-
9606,646801,-
9606,646804,-
9606,646813,-
9606,646828,-
9606,646853,-
9606,646870,-
9606,646903,-
9606,646927,-
9606,646934,-
9606,646938,-
9606,646970,-
9606,646995,-
9606,646999,-
9606,647077,-
9606,647086,-
9606,647132,-
9606,647150,-
9606,647208,-
9606,647211,-
9606,647264,-
9606,647481,-
9606,647503,-
9606,647996,-
9606,648442,-
9606,648691,-
9606,648771,-
9606,648774,-
9606,648934,-
9606,649352,-
9606,650024,-
9606,650226,-
9606,651337,-
9606,651430,-
9606,651644,-
9606,652070,-
9606,652276,-
9606,652549,-
9606,652608,-
9606,653071,-
9606,653303,-
9606,653503,-
9606,653513,-
9606,653562,-
9606,653631,-
9606,653653,-
9606,653698,-
9606,654338,-
9606,654780,-
9606,664728,-
9606,664780,-
9606,677662,-
9606,677663,-
9606,677764,-
9606,692219,-
9606,692220,-
9606,724058,-
9606,724060,-
9606,724065,-
9606,724074,-
9606,724084,-
9606,724085,-
9606,724104,-
9606,724105,-
9606,724107,-
9606,724110,-
9606,727681,-
9606,727709,-
9606,727714,-
9606,727715,-
9606,727716,-
9606,727751,-
9606,727803,-
9606,727884,-
9606,727947,-
9606,727980,-
9606,728024,-
9606,728098,-
9606,728131,-
9606,728138,-
9606,728158,-
9606,728307,-
9606,728376,-
9606,728392,-
9606,728416,-
9606,728417,-
9606,728424,-
9606,728452,-
9606,728470,-
9606,728485,-
9606,728488,-
9606,728499,-
9606,728506,-
9606,728526,-
9606,728533,-
9606,728540,-
9606,728554,-
9606,728575,-
9606,728587,-
9606,728660,-
9606,728667,-
9606,728688,-
9606,728715,-
9606,728739,-
9606,728743,-
9606,728807,-
9606,728811,-
9606,728853,-
9606,728877,-
9606,728989,-
9606,729033,-
9606,729080,-
9606,729086,-
9606,729126,-
9606,729141,-
9606,729200,-
9606,729217,-
9606,729218,-
9606,729220,-
9606,729254,-
9606,729291,-
9606,729296,-
9606,729316,-
9606,729334,-
9606,729369,-
9606,729467,-
9606,729496,-
9606,729532,-
9606,729609,-
9606,729654,-
9606,729681,-
9606,729683,-
9606,729707,-
9606,729732,-
9606,729737,-
9606,729774,-
9606,729815,-
9606,729839,-
9606,729870,-
9606,729900,-
9606,729930,-
9606,729941,-
9606,729945,-
9606,729968,-
9606,729973,-
9606,729998,-
9606,729999,-
9606,730076,-
9606,730098,-
9606,730101,-
9606,730110,-
9606,730183,-
9606,730234,-
9606,730338,-
9606,730668,-
9606,731075,-
9606,731157,-
9606,731631,-
9606,732229,-
9606,751602,-
9606,751603,-
9606,777642,-
9606,777643,-
9606,777645,-
9606,777650,-
9606,777778,-
9606,780529,-
9606,780895,-
9606,780896,-
9606,780899,-
9606,780900,-
9606,780901,-
9606,780903,-
9606,780904,-
9606,780905,-
9606,780906,-
9606,780908,-
9606,780909,-
9606,780910,-
9606,780911,-
9606,780912,-
9606,780913,-
9606,780914,-
9606,780916,-
9606,780919,-
9606,780921,-
9606,780922,-
9606,780923,-
9606,790953,-
9606,791087,-
9606,791091,-
9606,791092,-
9606,791093,-
9606,791095,-
9606,791096,-
9606,791097,-
9606,791098,-
9606,791121,-
9606,791122,-
9606,791123,-
9606,791126,-
9606,791228,-
9606,791229,-
9606,791255,-
9606,100009675,-
9606,100034700,-
9606,100034703,-
9606,100037264,-
9606,100037265,-
9606,100037266,-
9606,100038247,-
9606,100038248,-
9606,100048905,-
9606,100048906,-
9606,100049159,-
9606,100049160,-
9606,100049542,-
9606,100049543,-
9606,100049544,-
9606,100049579,-
9606,100049707,-
9606,100093698,-
9606,100101112,-
9606,100101424,-
9606,100101425,-
9606,100101426,-
9606,100124414,-
9606,100124415,-
9606,100124696,-
9606,100125409,-
9606,100126447,-
9606,100126584,-
9606,100126593,-
9606,100126594,-
9606,100126794,-
9606,100127917,-
9606,100127955,-
9606,100128002,-
9606,100128052,-
9606,100128056,-
9606,100128059,-
9606,100128076,-
9606,100128079,-
9606,100128086,-
9606,100128091,-
9606,100128093,-
9606,100128121,-
9606,100128124,-
9606,100128210,-
9606,100128253,-
9606,100128276,-
9606,100128284,-
9606,100128288,-
9606,100128293,-
9606,100128297,-
9606,100128317,-
9606,100128334,-
9606,100128335,-
9606,100128340,-
9606,100128361,-
9606,100128362,-
9606,100128373,-
9606,100128407,-
9606,100128441,-
9606,100128467,-
9606,100128497,-
9606,100128548,-
9606,100128588,-
9606,100128593,-
9606,100128601,-
9606,100128610,-
9606,100128622,-
9606,100128653,-
9606,100128655,-
9606,100128662,-
9606,100128673,-
9606,100128674,-
9606,100128676,-
9606,100128686,-
9606,100128713,-
9606,100128721,-
9606,100128762,-
9606,100128770,-
9606,100128776,-
9606,100128800,-
9606,100128833,-
9606,100128885,-
9606,100128898,-
9606,100128906,-
9606,100128926,-
9606,100128939,-
9606,100128948,-
9606,100128958,-
9606,100128966,-
9606,100128983,-
9606,100128988,-
9606,100128993,-
9606,100129034,-
9606,100129078,-
9606,100129098,-
9606,100129099,-
9606,100129108,-
9606,100129130,-
9606,100129135,-
9606,100129137,-
9606,100129144,-
9606,100129148,-
9606,100129155,-
9606,100129184,-
9606,100129203,-
9606,100129205,-
9606,100129215,-
9606,100129223,-
9606,100129245,-
9606,100129254,-
9606,100129265,-
9606,100129274,-
9606,100129276,-
9606,100129291,-
9606,100129293,-
9606,100129307,-
9606,100129316,-
9606,100129340,-
9606,100129344,-
9606,100129352,-
9606,100129367,-
9606,100129381,-
9606,100129391,-
9606,100129404,-
9606,100129422,-
9606,100129434,-
9606,100129455,-
9606,100129456,-
9606,100129457,-
9606,100129492,-
9606,100129497,-
9606,100129526,-
9606,100129527,-
9606,100129534,-
9606,100129540,-
9606,100129554,-
9606,100129573,-
9606,100129575,-
9606,100129586,-
9606,100129589,-
9606,100129603,-
9606,100129607,-
9606,100129616,-
9606,100129617,-
9606,100129667,-
9606,100129672,-
9606,100129682,-
9606,100129687,-
9606,100129693,-
9606,100129697,-
9606,100129725,-
9606,100129728,-
9606,100129734,-
9606,100129774,-
9606,100129776,-
9606,100129830,-
9606,100129844,-
9606,100129847,-
9606,100129854,-
9606,100129923,-
9606,100129931,-
9606,100129935,-
9606,100129942,-
9606,100129947,-
9606,100129949,-
9606,100129957,-
9606,100130001,-
9606,100130018,-
9606,100130027,-
9606,100130049,-
9606,100130052,-
9606,100130063,-
9606,100130072,-
9606,100130088,-
9606,100130121,-
9606,100130137,-
9606,100130177,-
9606,100130180,-
9606,100130203,-
9606,100130207,-
9606,100130210,-
9606,100130256,-
9606,100130268,-
9606,100130270,-
9606,100130283,-
9606,100130298,-
9606,100130321,-
9606,100130329,-
9606,100130331,-
9606,100130353,-
9606,100130357,-
9606,100130394,-
9606,100130437,-
9606,100130452,-
9606,100130455,-
9606,100130459,-
9606,100130460,-
9606,100130485,-
9606,100130487,-
9606,100130531,-
9606,100130532,-
9606,100130548,-
9606,100130571,-
9606,100130574,-
9606,100130582,-
9606,100130587,-
9606,100130602,-
9606,100130612,-
9606,100130618,-
9606,100130620,-
9606,100130632,-
9606,100130639,-
9606,100130673,-
9606,100130674,-
9606,100130683,-
9606,100130691,-
9606,100130698,-
9606,100130714,-
9606,100130731,-
9606,100130744,-
9606,100130747,-
9606,100130748,-
9606,100130801,-
9606,100130841,-
9606,100130849,-
9606,100130854,-
9606,100130861,-
9606,100130872,-
9606,100130881,-
9606,100130891,-
9606,100130909,-
9606,100130964,-
9606,100130987,-
9606,100130990,-
9606,100130992,-
9606,100131011,-
9606,100131038,-
9606,100131041,-
9606,100131080,-
9606,100131107,-
9606,100131124,-
9606,100131126,-
9606,100131127,-
9606,100131158,-
9606,100131241,-
9606,100131254,-
9606,100131257,-
9606,100131264,-
9606,100131280,-
9606,100131289,-
9606,100131294,-
9606,100131348,-
9606,100131360,-
9606,100131395,-
9606,100131411,-
9606,100131425,-
9606,100131429,-
9606,100131441,-
9606,100131465,-
9606,100131472,-
9606,100131479,-
9606,100131495,-
9606,100131496,-
9606,100131529,-
9606,100131532,-
9606,100131553,-
9606,100131557,-
9606,100131561,-
9606,100131593,-
9606,100131597,-
9606,100131625,-
9606,100131626,-
9606,100131635,-
9606,100131676,-
9606,100131680,-
9606,100131689,-
9606,100131725,-
9606,100131736,-
9606,100131747,-
9606,100131770,-
9606,100131779,-
9606,100131785,-
9606,100131849,-
9606,100131859,-
9606,100131877,-
9606,100131884,-
9606,100131939,-
9606,100131943,-
9606,100131962,-
9606,100132004,-
9606,100132009,-
9606,100132039,-
9606,100132062,-
9606,100132077,-
9606,100132078,-
9606,100132090,-
9606,100132108,-
9606,100132154,-
9606,100132172,-
9606,100132179,-
9606,100132229,-
9606,100132249,-
9606,100132280,-
9606,100132287,-
9606,100132356,-
9606,100132524,-
9606,100132543,-
9606,100132570,-
9606,100132571,-
9606,100132599,-
9606,100132609,-
9606,100132626,-
9606,100132647,-
9606,100132651,-
9606,100132659,-
9606,100132669,-
9606,100132686,-
9606,100132741,-
9606,100132773,-
9606,100132781,-
9606,100132789,-
9606,100132797,-
9606,100132817,-
9606,100132830,-
9606,100132834,-
9606,100132857,-
9606,100132865,-
9606,100132977,-
9606,100133007,-
9606,100133029,-
9606,100133092,-
9606,100133102,-
9606,100133127,-
9606,100133137,-
9606,100133147,-
9606,100133150,-
9606,100133165,-
9606,100133177,-
9606,100133225,-
9606,100133244,-
9606,100133252,-
9606,100133284,-
9606,100133316,-
9606,100133319,-
9606,100133326,-
9606,100133920,-
9606,100134040,-
9606,100134362,-
9606,100134368,-
9606,100134391,-
9606,100134423,-
9606,100134868,-
9606,100144434,-
9606,100151644,-
9606,100187710,-
9606,100187711,-
9606,100187717,-
9606,100187724,-
9606,100187725,-
9606,100187749,-
9606,100187761,-
9606,100187828,-
9606,100188011,-
9606,100188278,-
9606,100188314,-
9606,100188317,-
9606,100188321,-
9606,100188328,-
9606,100188397,-
9606,100188695,-
9606,100188748,-
9606,100188754,-
9606,100188765,-
9606,100188767,-
9606,100188768,-
9606,100188769,-
9606,100188771,-
9606,100188772,-
9606,100188773,-
9606,100188774,-
9606,100188776,-
9606,100188782,-
9606,100188784,-
9606,100188785,-
9606,100188788,-
9606,100188789,-
9606,100188790,-
9606,100188791,-
9606,100188792,-
9606,100188793,-
9606,100188794,-
9606,100188795,-
9606,100188796,-
9606,100188797,-
9606,100188798,-
9606,100188800,-
9606,100188801,-
9606,100188802,-
9606,100188803,-
9606,100188804,-
9606,100188805,-
9606,100188806,-
9606,100188807,-
9606,100188808,-
9606,100188809,-
9606,100188811,-
9606,100188812,-
9606,100188813,-
9606,100188814,-
9606,100188815,-
9606,100188816,-
9606,100188817,-
9606,100188818,-
